,game_id,home_gk_overall,home_dc_overall,home_mid_overall,home_st_overall,away_gk_overall,away_dc_overall,away_mid_overall,away_st_overall,homeScore,awayScore,matchResult
966,9cc63f4d,81.0,71.75,73.33333333333333,65.66666666666667,69.0,66.6,59.0,65.0,2,1,Home
967,44974e1b,68.0,65.33333333333333,66.33333333333333,65.0,69.0,66.4,65.25,63.0,1,2,Away
968,0e6a1a60,63.0,78.33333333333333,80.33333333333333,68.0,62.0,64.6,66.0,64.5,0,4,Away
969,663aa0ea,78.0,73.75,74.75,65.0,69.0,64.25,66.0,68.0,3,3,Draw
970,c0894ab7,69.0,65.66666666666667,66.33333333333333,65.0,68.0,65.25,67.33333333333333,66.5,2,3,Away
971,ab499def,66.0,60.5,63.0,65.5,63.0,68.25,64.33333333333333,69.0,1,1,Draw
972,1161dad0,70.0,63.333333333333336,64.66666666666667,66.33333333333333,66.0,67.0,65.0,66.5,2,0,Home
973,d81fbe7f,81.0,72.25,74.0,83.25,63.0,67.6,67.75,64.75,0,3,Away
974,305a9b51,78.0,72.0,72.5,65.0,69.0,64.6,66.0,66.0,2,0,Home
975,98d8fe64,70.0,61.4,61.5,59.333333333333336,69.0,67.2,68.5,68.0,2,2,Draw
976,3037667d,54.0,66.0,64.5,72.5,62.0,63.6,66.0,68.25,4,0,Home
977,3970535a,64.0,60.333333333333336,63.0,74.0,62.0,66.75,64.33333333333333,65.66666666666667,1,1,Draw
978,684040d1,69.0,63.6,60.166666666666664,70.66666666666667,68.0,64.5,68.0,66.5,4,2,Home
979,b7bef81f,66.0,64.5,67.0,68.0,62.0,67.4,59.833333333333336,59.5,1,1,Draw
980,f98e467c,63.0,60.833333333333336,63.5,81.75,69.0,66.8,70.0,63.0,0,0,Draw
981,5e8f7e88,63.0,67.0,66.0,70.0,62.0,72.5,65.0,66.66666666666667,2,1,Home
982,bece4395,63.0,66.14285714285714,60.0,68.0,69.0,64.4,68.0,64.75,4,0,Home
983,fcbc3a03,66.0,73.8,75.33333333333333,59.0,62.0,63.833333333333336,62.333333333333336,59.5,3,1,Home
984,5c3bedb6,62.0,65.0,65.33333333333333,66.5,69.0,72.75,72.5,66.5,2,2,Draw
985,5ffb46dc,63.0,66.0,66.5,74.0,66.0,65.2,64.33333333333333,71.0,0,1,Away
986,f681bb3c,69.0,72.0,73.75,71.0,68.0,63.2,65.33333333333333,66.5,4,2,Home
987,681f0b6f,70.0,66.16666666666667,66.0,65.0,68.0,72.0,74.75,66.5,1,2,Away
988,057a9eb7,69.0,59.2,60.0,64.5,69.0,78.25,67.33333333333333,70.0,1,1,Draw
989,e30bd7d2,59.0,65.25,67.0,59.0,68.0,61.4,60.166666666666664,67.5,1,1,Draw
990,30b8a712,68.0,65.0,65.33333333333333,63.0,66.0,67.8,72.5,63.0,0,3,Away
991,a98967a4,78.0,66.25,67.33333333333333,68.0,62.0,64.6,83.0,74.0,2,1,Home
992,d913616c,70.0,64.0,64.66666666666667,63.0,64.0,65.0,62.333333333333336,81.75,0,0,Draw
993,bc0e7fa8,63.0,73.8,75.33333333333333,70.5,78.0,67.5,67.0,63.0,1,1,Draw
994,88486a76,62.0,65.25,67.75,68.0,62.0,64.6,64.33333333333333,64.0,0,1,Away
995,a700767e,64.0,71.25,75.0,74.0,66.0,65.0,65.0,66.5,3,1,Home
996,fa6e2a54,62.0,67.0,67.0,63.333333333333336,66.0,62.4,66.0,empty,2,1,Home
997,1277604b,68.0,58.833333333333336,59.0,67.5,81.0,63.333333333333336,64.33333333333333,63.333333333333336,2,1,Home
998,5ea2a1ee,69.0,62.0,62.333333333333336,70.0,63.0,66.6,64.25,72.0,2,0,Home
999,4bea1c30,62.0,72.5,72.5,68.0,69.0,67.5,60.0,66.5,2,1,Home
1000,a235a3b6,78.0,78.0,67.5,58.0,62.0,65.0,62.0,66.5,1,1,Draw
1001,3f2986cd,69.0,63.75,64.66666666666667,65.5,59.0,64.25,70.0,63.0,0,1,Away
1002,dfcff3ef,63.0,73.8,75.33333333333333,66.33333333333333,69.0,66.5,66.0,empty,3,1,Home
1003,f73593b4,63.0,72.0,75.0,68.66666666666667,62.0,64.25,67.33333333333333,63.75,2,3,Away
1004,251c1dd6,66.0,59.142857142857146,60.0,62.666666666666664,64.0,65.25,64.66666666666667,66.5,5,1,Home
1005,1a98eda2,81.0,71.75,72.66666666666667,70.5,66.0,66.75,66.5,72.0,3,2,Home
1006,31e39f60,68.0,66.16666666666667,69.33333333333333,65.5,59.0,63.6,64.0,69.0,3,1,Home
1007,e6729107,69.0,62.0,59.666666666666664,71.0,68.0,67.0,67.75,empty,2,0,Home
1008,9c21532b,78.0,72.4,74.0,65.25,69.0,67.0,67.33333333333333,63.666666666666664,0,1,Away
1009,c88aecd7,63.0,65.0,64.25,61.0,62.0,66.5,59.333333333333336,66.5,0,0,Draw
1010,a24d6ae4,66.0,62.0,63.0,63.0,59.0,63.8,67.0,64.66666666666667,1,1,Draw
1011,6789ead0,70.0,78.0,67.5,71.0,68.0,59.857142857142854,66.33333333333333,65.5,2,2,Draw
1012,c6900058,63.0,77.75,81.0,83.5,62.0,67.2,69.75,68.33333333333333,1,1,Draw
1013,a08896e6,69.0,71.75,73.33333333333333,65.0,62.0,63.25,65.33333333333333,63.0,3,0,Home
1014,6863e2f2,64.0,68.33333333333333,73.75,74.0,62.0,66.25,60.0,70.0,0,1,Away
1015,cafc9381,68.0,64.2,66.5,71.0,66.0,72.5,65.66666666666667,64.0,0,1,Away
1016,71872824,81.0,61.333333333333336,63.5,61.5,69.0,64.6,63.0,empty,3,1,Home
1017,c46446dd,81.0,65.2,62.0,70.66666666666667,69.0,66.8,68.75,66.66666666666667,3,0,Home
1018,bf792334,69.0,65.66666666666667,67.33333333333333,68.0,68.0,61.8,72.5,66.33333333333333,2,0,Home
1019,a0cd5a82,78.0,63.6,60.42857142857143,63.0,64.0,65.66666666666667,65.0,61.5,3,0,Home
1020,ac181d3a,62.0,64.5,67.75,74.0,63.0,66.5,66.0,64.0,1,1,Draw
1021,067ebd6d,63.0,67.5,66.0,66.5,69.0,67.25,59.57142857142857,64.75,3,3,Draw
1022,be7a1a96,63.0,60.285714285714285,63.0,64.0,68.0,63.25,67.33333333333333,64.5,1,1,Draw
1023,ece3d924,70.0,65.0,66.5,83.5,69.0,71.75,68.0,71.0,2,1,Home
1024,1d712cc9,66.0,61.4,61.5,83.5,66.0,64.6,69.5,64.66666666666667,3,2,Home
1025,693808a8,62.0,70.0,73.66666666666667,70.66666666666667,62.0,64.5,64.0,70.0,4,0,Home
1026,479c1c3c,69.0,72.4,75.33333333333333,71.0,69.0,68.2,73.5,62.0,3,0,Home
1027,4ca1cef3,63.0,77.75,81.0,68.66666666666667,66.0,65.0,64.0,67.0,2,0,Home
1028,5ccedacd,62.0,63.8,63.333333333333336,63.0,70.0,74.75,66.66666666666667,66.66666666666667,1,2,Away
1029,91371afd,63.0,77.66666666666667,80.33333333333333,65.0,68.0,65.66666666666667,66.0,61.0,3,0,Home
1030,66fc4faa,78.0,65.66666666666667,67.33333333333333,67.0,69.0,64.5,65.0,65.0,0,1,Away
1031,4ec40540,69.0,63.8,65.0,62.0,68.0,66.6,69.5,71.0,0,3,Away
1032,1b4e7c2f,81.0,61.4,61.5,65.5,66.0,63.4,69.75,59.0,0,0,Draw
1033,9bf98d14,64.0,71.75,71.75,68.0,62.0,68.0,69.0,65.0,1,1,Draw
1034,f78fccc2,81.0,71.75,72.5,61.5,62.0,61.25,65.0,63.0,1,1,Draw
1035,1646b377,70.0,64.4,66.5,68.25,69.0,68.2,64.0,65.0,0,1,Away
1036,48d916da,64.0,63.75,64.0,65.0,63.0,61.4,66.2,84.25,1,1,Draw
1037,20f7e860,63.0,70.0,72.0,73.0,81.0,64.5,64.0,66.5,3,1,Home
1038,853d1bc7,66.0,60.142857142857146,63.0,74.0,68.0,63.0,65.66666666666667,63.5,1,0,Home
1039,262bec03,66.0,70.0,72.0,84.25,62.0,60.333333333333336,62.333333333333336,68.0,2,2,Draw
1040,81e30c5a,62.0,75.0,69.5,66.33333333333333,69.0,65.4,67.5,64.0,3,2,Home
1041,49675ada,68.0,63.8,65.0,84.25,62.0,63.75,60.42857142857143,59.5,1,1,Draw
1042,7aed9153,64.0,72.25,74.0,67.0,69.0,63.4,60.0,56.0,0,4,Away
1043,a56df31c,63.0,65.5,67.33333333333333,66.33333333333333,66.0,68.6,66.0,62.5,2,3,Away
1044,c6332d80,64.0,65.0,68.33333333333333,65.0,69.0,67.25,64.0,63.0,0,1,Away
1045,fa79d782,81.0,65.0,65.0,74.0,63.0,69.0,64.0,64.0,1,2,Away
1046,549b837b,64.0,73.0,74.5,71.0,62.0,63.5,65.66666666666667,56.0,1,0,Home
1047,5b7e9cd3,69.0,66.0,66.5,68.0,66.0,73.0,66.0,59.333333333333336,1,0,Home
1048,40038184,62.0,64.5,65.0,63.333333333333336,63.0,63.0,66.25,70.0,2,3,Away
1049,c5e04de2,70.0,71.75,74.0,70.5,69.0,74.4,68.5,63.333333333333336,1,1,Draw
1050,c7a2c8f1,63.0,63.8,65.0,61.5,68.0,66.75,74.5,64.0,0,0,Draw
1051,e0307b8a,68.0,66.4,67.5,69.0,62.0,68.0,60.166666666666664,61.5,5,2,Home
1052,3490a176,68.0,72.6,74.0,83.5,59.0,63.4,69.5,61.666666666666664,3,1,Home
1053,8d9dabda,63.0,60.142857142857146,63.0,66.33333333333333,69.0,66.66666666666667,69.0,63.0,1,1,Draw
1054,d5fb6e78,78.0,68.75,66.25,68.0,69.0,67.5,67.6,68.25,3,1,Home
1055,94831b74,64.0,61.4,62.333333333333336,69.0,62.0,63.4,64.0,71.0,1,0,Home
1056,6c075db6,56.0,63.0,64.0,67.0,68.0,67.5,64.66666666666667,60.0,0,0,Draw
1057,8638e930,69.0,64.5,62.666666666666664,63.666666666666664,66.0,61.4,66.0,85.33333333333333,3,1,Home
1058,ed400d12,63.0,62.75,64.0,71.0,81.0,68.4,64.0,63.5,1,1,Draw
1059,e290014d,69.0,60.166666666666664,63.0,66.5,62.0,65.0,67.0,60.0,0,2,Away
1060,1caf6190,63.0,72.4,74.0,64.66666666666667,56.0,73.0,61.5,64.0,1,3,Away
1061,ffa57b10,68.0,66.5,67.0,71.0,62.0,68.25,66.66666666666667,66.33333333333333,2,0,Home
1062,aac29d85,63.0,63.8,64.33333333333333,66.33333333333333,68.0,63.0,65.75,68.0,0,1,Away
1063,ef553212,68.0,66.0,67.66666666666667,68.0,59.0,63.333333333333336,74.5,62.0,2,0,Home
1064,5832b0ba,63.0,71.75,74.75,68.0,62.0,65.0,67.6,70.0,2,2,Draw
1065,b020c917,69.0,77.5,83.0,61.5,59.0,73.25,59.4,65.0,1,1,Draw
1066,d8ec709e,68.0,66.0,69.33333333333333,63.0,63.0,63.666666666666664,66.66666666666667,63.0,3,0,Home
1067,f1d93f2a,64.0,73.8,74.0,63.0,69.0,66.75,65.75,63.0,2,2,Draw
1068,cad8b5cb,62.0,73.66666666666667,75.33333333333333,63.333333333333336,63.0,62.75,74.5,71.0,1,1,Draw
1069,cb3e9794,78.0,64.75,69.33333333333333,63.333333333333336,68.0,66.66666666666667,58.6,66.0,3,0,Home
1070,ca8e752c,81.0,62.5,64.0,65.0,69.0,66.25,66.0,60.0,0,0,Draw
1071,55c0668e,70.0,60.0,63.0,60.0,66.0,68.25,63.5,69.0,1,0,Home
1072,0e7196f4,69.0,63.4,65.0,70.5,62.0,67.5,67.33333333333333,63.0,1,2,Away
1073,c5cb718a,81.0,70.66666666666667,74.75,65.5,63.0,62.833333333333336,66.5,71.0,1,1,Draw
1074,8a942999,62.0,66.14285714285714,69.0,66.33333333333333,66.0,63.8,67.4,60.0,3,1,Home
1075,23e6e69b,68.0,74.0,75.33333333333333,63.5,66.0,61.4,68.5,69.66666666666667,0,1,Away
1076,495996b3,63.0,72.5,72.4,73.0,59.0,67.0,59.6,64.0,1,2,Away
1077,dc9bd3f1,64.0,59.833333333333336,63.0,79.5,62.0,67.4,64.33333333333333,68.25,1,2,Away
1078,1087676d,64.0,65.75,65.0,67.5,62.0,68.25,59.25,65.5,0,1,Away
1079,09ef0419,70.0,64.0,65.75,71.5,68.0,62.75,69.0,66.0,1,0,Home
1080,2562b3f2,81.0,71.75,75.0,83.5,69.0,63.25,66.33333333333333,69.0,2,0,Home
1081,8834fb75,68.0,67.0,66.0,63.5,62.0,66.0,66.75,60.0,1,1,Draw
1082,3729d74c,63.0,66.0,64.66666666666667,61.666666666666664,57.0,61.25,63.5,66.33333333333333,3,2,Home
1083,61bcf887,70.0,72.4,74.0,61.5,64.0,64.6,65.0,65.0,3,3,Draw
1084,f1ee2f4d,63.0,68.6,66.33333333333333,66.33333333333333,63.0,65.25,66.0,64.0,2,1,Home
1085,2b197304,64.0,63.8,64.33333333333333,73.0,62.0,72.5,61.25,63.0,2,1,Home
1086,41a1026d,69.0,75.0,80.33333333333333,66.5,69.0,63.4,64.66666666666667,65.5,5,2,Home
1087,5c9a36d8,68.0,63.25,63.0,78.5,69.0,63.0,69.0,62.0,1,1,Draw
1088,307bb1fe,69.0,60.0,60.25,68.0,62.0,66.0,72.75,61.5,1,1,Draw
1089,7619c72c,69.0,71.75,75.0,61.0,68.0,67.5,64.0,72.5,2,1,Home
1090,9da49b22,64.0,67.5,68.5,68.0,69.0,72.5,59.2,63.0,2,3,Away
1091,41a055f9,81.0,66.0,67.5,63.0,63.0,73.66666666666667,68.0,63.0,2,2,Draw
1092,fd3df072,68.0,72.6,75.33333333333333,72.33333333333333,63.0,65.5,67.4,64.0,2,2,Draw
1093,3d96e277,63.0,62.6,63.0,72.5,62.0,68.0,74.5,71.0,1,4,Away
1094,fb8f1eb7,78.0,60.2,61.5,66.5,68.0,64.2,75.33333333333333,64.0,0,6,Away
1095,451ca624,62.0,60.4,61.25,74.0,62.0,63.4,67.5,60.0,1,2,Away
1096,7e9375f7,70.0,64.66666666666667,64.66666666666667,65.5,66.0,68.0,66.0,65.5,1,1,Draw
1097,a5477209,69.0,65.0,65.75,66.33333333333333,68.0,65.66666666666667,59.833333333333336,64.0,0,2,Away
1098,3a645dc5,68.0,68.4,66.33333333333333,83.5,69.0,67.5,64.5,71.0,2,3,Away
1099,1e6c5f41,63.0,63.8,64.33333333333333,62.25,68.0,75.0,67.0,83.5,2,1,Home
1100,45ef7b37,63.0,71.5,75.0,59.0,81.0,68.4,68.33333333333333,63.5,0,2,Away
1101,cf9a3f12,68.0,72.4,75.33333333333333,73.0,62.0,65.0,67.0,72.0,2,0,Home
1102,f5e3c688,63.0,72.5,73.66666666666667,68.75,69.0,66.66666666666667,80.33333333333333,60.0,1,0,Home
1103,13642200,69.0,65.66666666666667,71.5,68.0,66.0,72.5,66.33333333333333,61.666666666666664,8,1,Home
1104,d2df2d6e,64.0,73.6,74.0,70.5,62.0,63.2,66.5,66.0,3,3,Draw
1105,c7a7fa1e,64.0,65.5,67.5,61.666666666666664,56.0,65.33333333333333,66.25,68.0,2,0,Home
1106,93f65055,69.0,64.6,66.0,59.333333333333336,70.0,63.4,73.6,69.0,1,2,Away
1107,a3e71105,64.0,67.6,65.66666666666667,65.0,62.0,68.0,61.0,83.5,1,2,Away
1108,e64845a2,70.0,63.8,64.75,66.33333333333333,64.0,64.8,64.0,62.5,3,1,Home
1109,e496288a,69.0,59.0,63.0,64.5,69.0,67.66666666666667,60.0,66.5,2,0,Home
1110,e1fbd27a,70.0,60.6,62.333333333333336,62.5,68.0,66.66666666666667,65.66666666666667,67.33333333333333,1,5,Away
1111,fbdd5729,63.0,64.14285714285714,68.0,66.33333333333333,62.0,61.4,64.0,74.0,2,5,Away
1112,960bc764,56.0,72.5,75.0,72.66666666666667,68.0,63.4,66.0,62.0,1,1,Draw
1113,4ec68df2,64.0,72.5,74.5,68.5,62.0,65.0,66.25,62.6,0,3,Away
1114,df59d301,63.0,79.33333333333333,80.33333333333333,72.33333333333333,68.0,68.4,61.5,63.0,2,0,Home
1115,bdb8f06f,63.0,64.0,65.0,66.5,66.0,65.0,60.166666666666664,72.0,2,1,Home
1116,20a7ebf0,70.0,60.6,63.0,74.0,69.0,67.5,65.75,67.0,1,3,Away
1117,fc260c9c,78.0,72.75,74.0,63.5,62.0,67.75,66.0,70.0,3,1,Home
1118,5b15a938,68.0,64.75,63.666666666666664,64.66666666666667,69.0,64.0,69.75,67.33333333333333,2,3,Away
1119,2214f825,64.0,65.83333333333333,69.5,63.0,62.0,63.4,69.0,65.0,0,2,Away
1120,2c607fee,68.0,64.75,61.666666666666664,65.0,63.0,65.83333333333333,66.0,59.0,0,0,Draw
1121,c6837308,63.0,74.0,73.5,59.5,66.0,65.6,63.0,63.0,2,1,Home
1122,ec7eb5c4,69.0,61.4,61.5,63.0,63.0,66.75,60.166666666666664,64.0,0,3,Away
1123,bd8a352b,64.0,70.75,73.66666666666667,68.0,69.0,66.66666666666667,69.5,66.5,0,0,Draw
1124,14145f04,70.0,72.75,74.5,72.33333333333333,68.0,63.0,67.33333333333333,66.0,0,2,Away
1125,01fc81d2,64.0,65.66666666666667,63.5,71.0,56.0,63.0,67.0,60.0,1,1,Draw
1126,9a5b5b37,64.0,59.57142857142857,60.0,81.75,69.0,73.0,66.66666666666667,62.6,2,2,Draw
1127,c2bf703c,63.0,72.0,73.0,63.6,68.0,64.2,63.0,63.0,3,3,Draw
1128,d488395d,78.0,63.25,63.75,59.5,66.0,66.6,65.33333333333333,68.0,1,1,Draw
1129,7f40218d,68.0,63.5,63.0,68.0,70.0,64.75,73.33333333333333,63.0,0,1,Away
1130,007c65cc,70.0,69.75,71.33333333333333,66.33333333333333,56.0,63.6,65.66666666666667,70.0,1,4,Away
1131,f162ca67,63.0,75.8,79.66666666666667,68.0,59.0,64.5,69.0,68.75,3,2,Home
1132,d8652581,69.0,68.4,72.0,66.33333333333333,62.0,64.8,63.25,62.0,2,1,Home
1133,d905f8cf,64.0,71.4,71.5,79.0,62.0,67.25,65.75,65.0,4,0,Home
1134,8d50a0dc,65.0,71.2,73.66666666666667,65.0,68.0,69.2,67.33333333333333,77.66666666666667,0,1,Away
1135,55760d88,69.0,72.6,72.0,69.0,76.0,63.5,64.66666666666667,72.0,3,1,Home
1136,48bbbaa4,78.0,75.0,73.0,71.0,66.0,64.0,68.6,62.5,1,3,Away
1137,77277650,76.0,63.166666666666664,63.0,61.0,70.0,69.2,70.0,65.5,2,0,Home
1138,40ea8291,70.0,71.2,75.0,54.5,68.0,66.0,63.25,61.0,2,0,Home
1139,402ab1ff,68.0,71.0,75.25,71.0,66.0,65.0,65.33333333333333,66.33333333333333,1,1,Draw
1140,37ed39d6,78.0,75.0,73.0,62.5,65.0,72.6,70.0,67.5,1,2,Away
1141,dc48a914,80.0,63.25,63.75,61.333333333333336,64.0,70.5,69.0,74.0,3,0,Home
1142,50a48ffc,59.0,69.0,69.5,63.4,68.0,63.6,63.25,65.5,3,0,Home
1143,4cb378dd,79.0,67.25,68.25,83.0,68.0,75.8,72.75,62.0,0,1,Away
1144,995e3537,70.0,66.5,66.0,72.0,59.0,64.2,72.0,66.5,5,0,Home
1145,b787871d,80.0,73.0,76.33333333333333,69.0,68.0,70.6,66.75,68.0,0,1,Away
1146,305afcf5,57.0,63.6,62.75,72.5,68.0,63.6,79.66666666666667,66.0,1,3,Away
1147,8260e428,63.0,63.25,65.5,65.4,70.0,66.0,68.33333333333333,65.5,1,4,Away
1148,254420f7,68.0,75.0,73.0,79.0,68.0,63.4,72.25,65.4,2,0,Home
1149,3e38d727,66.0,63.2,65.33333333333333,66.0,69.0,73.0,65.33333333333333,75.33333333333333,2,1,Home
1150,9191f715,76.0,71.2,74.75,72.5,76.0,64.2,69.0,62.333333333333336,2,2,Draw
1151,32dc37db,59.0,68.25,68.25,69.0,65.0,74.6,63.0,83.0,0,2,Away
1152,8b6e8a62,66.0,70.25,72.0,79.0,78.0,75.8,76.33333333333333,66.0,0,3,Away
1153,93dccf6e,80.0,63.5,63.25,62.5,64.0,63.0,68.33333333333333,69.0,0,2,Away
1154,fdc03e7f,68.0,62.0,63.5,61.833333333333336,70.0,69.2,72.0,65.75,0,0,Draw
1155,0b355cdd,79.0,68.8,66.0,73.5,65.0,72.0,79.66666666666667,66.0,2,1,Home
1156,3c6a9d3d,68.0,65.0,62.333333333333336,72.0,70.0,76.4,65.25,65.0,2,1,Home
1157,4cc2731e,76.0,66.5,66.0,77.66666666666667,59.0,70.25,68.25,80.33333333333333,4,1,Home
1158,3d880bc3,65.0,65.6,65.33333333333333,62.0,76.0,64.8,75.0,66.0,2,0,Home
1159,d179c57a,63.0,73.5,73.0,65.0,64.0,69.0,79.66666666666667,68.5,2,2,Draw
1160,6992283e,63.0,74.6,72.0,79.0,69.0,63.6,72.0,83.0,1,1,Draw
1161,e7878318,68.0,62.8,62.333333333333336,65.0,78.0,66.0,68.33333333333333,62.0,0,1,Away
1162,4401df22,66.0,71.0,74.75,72.0,66.0,62.0,68.75,70.0,2,0,Home
1163,631e94b3,66.0,63.5,63.0,72.0,68.0,64.2,66.0,83.0,0,2,Away
1164,767c80b3,80.0,65.0,62.333333333333336,75.33333333333333,76.0,69.4,69.0,83.0,1,1,Draw
1165,03e9b7f3,78.0,71.2,74.25,66.0,78.0,62.75,62.75,75.33333333333333,1,2,Away
1166,ebe46174,59.0,66.75,69.25,64.0,76.0,63.6,65.33333333333333,66.0,3,1,Home
1167,6e72c38b,79.0,63.6,64.0,61.833333333333336,64.0,65.4,66.33333333333333,61.666666666666664,3,0,Home
1168,1b8aeae3,65.0,65.6,65.33333333333333,65.0,69.0,64.2,62.75,65.75,2,1,Home
1169,2c2145a0,68.0,64.0,63.666666666666664,72.0,63.0,63.6,64.5,66.0,1,2,Away
1170,6a639449,70.0,68.2,73.33333333333333,72.0,57.0,62.8,69.0,62.0,0,0,Draw
1171,b14694a6,68.0,72.0,71.33333333333333,79.0,63.0,72.0,65.25,65.5,0,2,Away
1172,c59bb445,66.0,74.6,72.0,68.5,68.0,76.8,66.0,69.0,4,0,Home
1173,79dc2417,66.0,71.2,74.75,64.0,68.0,69.4,62.333333333333336,65.0,2,0,Home
1174,83d4ffcd,65.0,68.25,69.25,75.0,68.0,65.0,76.33333333333333,63.0,1,0,Home
1175,528f1128,76.0,63.25,63.0,64.33333333333333,66.0,64.25,77.66666666666667,66.0,2,2,Draw
1176,10a39d69,66.0,71.2,74.75,65.0,70.0,63.0,66.66666666666667,69.0,5,1,Home
1177,b3226234,78.0,68.6,65.4,79.0,68.0,63.6,67.33333333333333,65.75,3,1,Home
1178,3ac89aa7,79.0,73.6,72.75,72.0,63.0,64.2,63.75,63.0,0,0,Draw
1179,2a18afe9,68.0,74.25,72.25,62.0,59.0,64.5,63.5,79.66666666666667,3,2,Home
1180,f3fd4b8a,63.0,62.0,63.0,72.0,76.0,69.4,64.5,83.0,4,2,Home
1181,3cf257a0,70.0,70.0,74.0,65.0,78.0,65.0,65.33333333333333,69.0,1,1,Draw
1182,f164bc78,69.0,76.4,79.66666666666667,70.25,68.0,64.0,66.0,66.0,7,0,Home
1183,2e114c4b,78.0,70.5,72.66666666666667,79.0,64.0,65.4,69.0,65.0,0,0,Draw
1184,a9334418,66.0,72.0,76.33333333333333,68.5,68.0,65.6,65.33333333333333,65.0,0,3,Away
1185,c66e200a,63.0,71.0,71.66666666666667,75.0,59.0,72.0,63.666666666666664,63.0,1,0,Home
1186,da7586b5,79.0,71.2,75.25,72.0,66.0,70.25,65.33333333333333,65.5,1,1,Draw
1187,5778b5c6,78.0,65.75,67.0,62.0,68.0,62.75,69.0,71.0,1,1,Draw
1188,bbc5eb68,76.0,65.0,63.5,79.0,65.0,74.4,76.33333333333333,69.0,1,0,Home
1189,14cf8fd1,76.0,74.5,72.66666666666667,64.25,68.0,62.5,74.0,66.0,4,2,Home
1190,915c6bb6,69.0,75.2,76.33333333333333,67.25,64.0,64.0,62.25,64.33333333333333,2,0,Home
1191,17137b70,70.0,71.0,74.75,73.5,65.0,65.0,72.75,72.0,0,0,Draw
1192,8d6212de,68.0,65.0,69.0,59.0,66.0,70.0,63.0,66.0,0,1,Away
1193,fdd625ef,68.0,71.25,74.2,75.0,70.0,63.6,64.0,73.0,1,1,Draw
1194,a7ffc8e0,80.0,65.2,67.0,83.0,76.0,66.4,67.0,73.66666666666667,0,2,Away
1195,eb1af48a,78.0,63.0,62.5,75.33333333333333,76.0,64.25,71.66666666666667,66.0,1,0,Home
1196,520c6833,79.0,66.0,69.0,80.33333333333333,66.0,65.16666666666667,65.33333333333333,66.5,1,3,Away
1197,46a8983c,68.0,62.75,65.0,63.4,78.0,77.2,67.33333333333333,64.0,1,0,Home
1198,3e492e66,70.0,65.0,62.75,79.0,63.0,68.75,64.0,63.333333333333336,0,1,Away
1199,e70ac4b1,66.0,74.25,71.0,72.33333333333333,65.0,61.4,67.0,65.5,1,2,Away
1200,69d105e3,59.0,65.75,69.25,65.0,64.0,62.25,79.66666666666667,63.6,2,0,Home
1201,464aa9ae,70.0,73.66666666666667,72.0,79.0,69.0,70.25,68.0,65.75,4,1,Home
1202,c8e4b03a,68.0,71.25,73.0,74.0,65.0,63.5,62.75,69.0,1,1,Draw
1203,44c33847,68.0,64.25,63.25,75.0,68.0,72.0,65.0,69.25,4,1,Home
1204,9a8e6c44,80.0,71.2,73.25,73.5,65.0,73.0,74.0,74.0,0,0,Draw
1205,4c10f199,68.0,66.6,66.75,79.0,66.0,62.2,64.25,83.0,0,4,Away
1206,a315e1cc,78.0,70.0,71.66666666666667,72.0,78.0,68.75,76.33333333333333,70.0,2,0,Home
1207,276d542d,70.0,63.2,64.0,62.0,68.0,65.4,73.33333333333333,64.0,0,4,Away
1208,13a50e02,65.0,68.4,74.0,66.0,62.0,72.5,64.0,66.0,0,0,Draw
1209,8f129029,79.0,76.0,79.66666666666667,66.0,68.0,65.2,67.2,73.66666666666667,3,0,Home
1210,0133f321,70.0,71.0,74.0,65.0,76.0,64.25,67.0,66.0,2,0,Home
1211,507d7e86,69.0,72.75,71.0,70.0,66.0,70.0,76.5,80.33333333333333,2,2,Draw
1212,7dd8d98a,68.0,71.25,71.75,73.5,76.0,64.2,67.0,76.33333333333333,3,0,Home
1213,13b84a7a,76.0,63.75,61.8,62.666666666666664,76.0,63.6,65.75,65.4,0,1,Away
1214,ea8ff4b0,78.0,62.5,63.5,79.0,65.0,72.5,71.66666666666667,64.0,0,0,Draw
1215,26509ebd,79.0,65.0,63.0,66.0,68.0,68.8,69.0,68.0,1,1,Draw
1216,3bd415eb,60.0,66.0,67.0,72.0,59.0,64.75,66.0,71.5,0,1,Away
1217,b46d0026,70.0,63.8,65.33333333333333,66.0,78.0,64.0,76.5,66.0,2,2,Draw
1218,1d1f902c,62.0,65.0,63.0,68.0,70.0,77.2,64.0,66.0,2,0,Home
1219,604ceaa0,63.0,64.5,70.0,66.5,61.0,64.6,65.0,63.4,1,4,Away
1220,ea945c75,68.0,63.75,61.8,66.66666666666667,69.0,73.0,63.333333333333336,64.5,2,1,Home
1221,c0603b97,66.0,70.8,72.75,83.0,64.0,62.5,79.66666666666667,66.0,3,2,Home
1222,d0fdea52,68.0,66.0,66.75,73.5,66.0,68.4,67.5,74.0,3,0,Home
1223,2cc7a7ed,68.0,74.75,71.33333333333333,79.0,78.0,68.4,74.33333333333333,66.0,1,3,Away
1224,a4d889b8,68.0,70.6,75.0,74.0,68.0,76.4,63.5,71.0,1,3,Away
1225,b756439f,62.0,71.0,71.66666666666667,66.0,65.0,64.6,74.0,63.333333333333336,0,2,Away
1226,e8141133,70.0,67.25,70.0,64.0,65.0,64.25,74.0,83.0,0,3,Away
1227,045aca2a,70.0,71.2,75.0,65.0,78.0,65.8,79.66666666666667,64.0,2,0,Home
